Sr. No.,Brand,Category,Product Name,ASIN,Product URL,Sales Frequency,Title,Description,Bulletpoints(3),Grade,Spell check,Dimensions details,Sentence case,A+ content,Grade2,Main image,Additional images,Infographics,Lifestyles,Video,A+ Content3,Info/lifestyle Total,Total Images,Info present,Lifestyle present,Video present or not,A+ content4,Image quality,Product information,Remark,Score,Grade5,Final Grade,Amazon USA,Amazon UK,Amazon CA,Amazon MX,Amazon Germany,Amazon France,Amazon Italy,Amazon Spain,Amazon Netherlands,Amazon Belgium,Amazon Sweden ,Amazon Poland,Amazon Australia,Amazon Japan,Amazon Singapore,Amazon UAE
1183,Yellow Chimes,Fashion Jewellery,Yellow Chimes Valentines Gift Combo of Crystals from Swarovski Pink Designer Ring in Red Velvet Rose Ring Box for Women and Girls,B081D1GMNX,https://www.amazon.in/dp/B081D1GMNX,Medium,1,1,1,B,0,1,0,0,B,1,2,1,1,4,1,0,5,8,1,1,1,acceptable,available,0,74.44%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,Yellow Chimes,Fashion Jewellery,Yellow Chimes Valentines Gift Combo of Dual Heart 925 Silver Plated Crystal Ring in Red Velvet Rose Ring Box for Women and Girls,B0819PCCR9,https://www.amazon.in/dp/B0819PCCR9,Medium,1,1,1,B,0,1,0,0,B,1,2,1,1,4,1,0,5,8,1,1,1,acceptable,available,0,74.44%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,Yellow Chimes,Fashion Jewellery,Yellow Chimes Valentines Gift Combo of Austrian Crystal Duel Heart Adjustable Ring in Red Velvet Rose Ring Box for Women and Girls,B0817T7T7K,https://www.amazon.in/dp/B0817T7T7K,Medium,1,1,1,B,0,1,0,0,B,1,1,0,0,4,1,0,4,6,0,1,1,acceptable,available,0,53.33%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,Yellow Chimes,Fashion Jewellery,Yellow Chimes Valentines Gift Combo of Crystals from Swarovski Silver Designer Ring in Red Velvet Rose Ring Box for Women and Girls,B081JYLGC5,https://www.amazon.in/dp/B081JYLGC5,Medium,1,1,1,B,0,1,0,0,B,1,2,1,1,4,1,0,5,8,1,1,1,acceptable,available,0,74.44%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,Yellow Chimes,Fashion Jewellery,Yellow Chimes Valentines Gift Combo of Royal Blue Crystal Ring in Red Velvet Rose Ring Box for Women and Girls,B081JK2XBK,https://www.amazon.in/dp/B081JK2XBK,Medium,1,1,1,B,0,1,0,0,B,1,1,1,1,5,1,0,6,8,1,1,1,acceptable,available,0,74.44%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,Yellow Chimes,Fashion Jewellery,yellow chimes Valentines Gift Combo of Dual Heart 925 Silver Plated Crystal Ring in Red Velvet Rose Ring Box for Women and Girls,B081CZXP8F,https://www.amazon.in/dp/B081CZXP8F,Medium,1,1,1,B,0,1,0,0,B,1,1,1,1,3,1,0,4,6,1,1,1,acceptable,available,0,63.33%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,Yellow Chimes,Fashion Jewellery,Yellow Chimes Valentines Gift Combo of Blue Rich Royal Austrian Crystal Ring in Red Velvet Rose Ring Box for Women and Girls,B0817VVV8Z,https://www.amazon.in/dp/B0817VVV8Z,Medium,1,1,1,B,0,1,0,0,B,1,2,1,1,4,1,0,5,8,1,1,1,acceptable,available,0,74.44%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,Yellow Chimes,Fashion Jewellery,Yellow Chimes Valentines Gift Combo of 'Queen Heart' Red Austrian Crystal Ring in Red Velvet Rose Ring Box for Women and Girls,B0817SHF7L,https://www.amazon.in/dp/B0817SHF7L,Medium,1,1,1,B,0,1,0,0,B,1,1,1,1,5,1,0,6,8,1,1,1,acceptable,available,0,74.44%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,Yellow Chimes,Fashion Jewellery,Yellow Chimes Valentines Gift Combo of Crystals from Swarovski Silver Designer Ring in Red Velvet Rose Ring Box for Women and Girls,B081DT1YWW,https://www.amazon.in/dp/B081DT1YWW,Medium,1,1,1,B,0,1,0,0,B,1,2,1,1,3,1,0,4,7,1,1,1,acceptable,available,0,68.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,Yellow Chimes,Fashion Jewellery,Yellow Chimes Valentines Gift Combo of Crystal from Swarovski Royal Heart Designer Ring in Red Velvet Rose Ring Box for Women and Girls,B0817ZX7KX,https://www.amazon.in/dp/B0817ZX7KX,Medium,1,1,1,B,0,1,0,0,B,1,2,1,1,5,1,0,6,9,1,1,1,acceptable,available,0,80.00%,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,Yellow Chimes,Fashion Jewellery,Yellow Chimes Valentines Gift Combo of Crystals from Swarovski Designer Ring in Red Velvet Rose Ring Box for Women and Girls,B08183LMFS,https://www.amazon.in/dp/B08183LMFS,Medium,1,1,1,B,0,1,0,0,B,1,2,1,1,4,1,0,5,8,1,1,1,acceptable,available,0,74.44%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,Yellow Chimes,Fashion Jewellery,YELLOW CHIMES Combo of 2 PCs Trandy Western Style Titanium Collection Stardust Gold Black Band Stainless Steel Rings for Men and Boys,B081JMYD3R,https://www.amazon.in/dp/B081JMYD3R,Medium,1,1,1,B,0,1,0,0,B,1,2,1,1,0,1,0,1,4,1,0,1,acceptable,available,0,42.22%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,Yellow Chimes,Fashion Jewellery,Yellow Chimes Combo of 2 PCs Stainless Steel Western Style Designer Tough Dude Chain Rings for Men and Boys,B081H6GK9V,https://www.amazon.in/dp/B081H6GK9V,Medium,1,1,1,B,0,1,0,0,B,1,2,1,1,3,1,0,4,7,1,1,1,acceptable,available,0,68.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,Yellow Chimes,Fashion Jewellery,Yellow Chimes Combo of 2 PCs Stainless Steel Western Style Titanuium Black Band Tough Dude Chain Rings for Men and Boys,B081H73M1D,https://www.amazon.in/dp/B081H73M1D,Medium,1,1,1,B,0,1,0,0,B,1,1,2,2,4,1,0,6,8,1,1,1,acceptable,available,0,74.44%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,Yellow Chimes,Fashion Jewellery,Yellow Chimes Trendy Western Style Stainless Steel Causal Wear Black Strips Stylish Rings For Men And Boy's,B082WDY6SV,https://www.amazon.in/dp/B082WDY6SV,Medium,1,1,1,B,1,1,0,0,C,1,1,0,0,3,1,0,3,5,0,1,1,acceptable,available,0,47.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,Yellow Chimes,Fashion Jewellery,Yellow Chimes Titanium Superman Stylish Metallic Blue Ring for Men and Boys,B07GDF9PVJ,https://www.amazon.in/dp/B07GDF9PVJ,Medium,1,1,1,B,1,1,0,1,A,1,1,1,1,5,2,1,6,8,1,1,1,acceptable,available,0,94.44%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,Yellow Chimes,Fashion Jewellery,Yellow Chimes Titanium Superman Stylish Black Ring for Men and Boys,B019J4N7C0,https://www.amazon.in/dp/B019J4N7C0,Medium,1,1,1,A,1,1,1,0,C,1,0,5,5,2,2,0,7,8,1,1,1,acceptable,available,0,74.44%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,Yellow Chimes,Fashion Jewellery,Yellow Chimes Creative Lucky Triangle Shaped Charm Studded Crystal Rose Gold Plated Open Rings For Women And Girl's,B07XZBRGTH,https://www.amazon.in/dp/B07XZBRGTH,Medium,1,1,1,A,0,1,1,0,B,1,0,0,0,3,1,0,3,4,0,1,1,acceptable,available,0,42.22%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Lovely Combo of 6 Set Colorful Resin Beads Animal design Bracelet Ring Set Kids Jewellery Set for Girls, Multicolour, Medium (YCFJRGBR-330BDS-MC)",B094QHYZB2,https://www.amazon.in/dp/B094QHYZB2,Medium,1,1,1,A,1,1,1,0,C,1,3,0,0,2,1,0,2,6,0,1,1,acceptable,available,0,53.33%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,Yellow Chimes,Fashion Jewellery,Yellow Chimes Feminine and Elegant Combo of Charming Dual Butterfly Surgical Steel 18K Real Rose Gold Plated Stud Earring Ring Set for Girls and Women,B081F8DZ9X,https://www.amazon.in/dp/B081F8DZ9X,High,1,1,1,A,0,1,1,0,B,1,1,1,1,4,1,0,5,7,1,1,1,acceptable,available,0,68.89%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,Yellow Chimes,Fashion Jewellery,Yellow Chimes Silver Oxidized 7 Pairs Combo German Silver Designer Toe Ring for Women and Girls,B08KHBPWWV,https://www.amazon.in/dp/B08KHBPWWV,Medium,1,1,1,A,0,1,1,0,B,1,2,0,0,4,2,0,4,7,0,1,1,acceptable,available,0,58.89%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,Yellow Chimes,Fashion Jewellery,Yellow Chimes Silver Oxidized 3 Pairs Combo German Silver Designer Toe Ring for Women and Girls (3 Pair Combo),B084H8H3BQ,https://www.amazon.in/dp/B084H8H3BQ,Medium,1,1,1,B,0,1,0,0,B,1,4,0,0,1,2,0,1,6,0,1,1,acceptable,available,0,53.33%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,Yellow Chimes,Fashion Jewellery,Yellow Chimes Silver Oxidized 4 Pairs Combo German Silver Toe Ring for Women and Girls,B07XCBQS7V,https://www.amazon.in/dp/B07XCBQS7V,Medium,1,1,1,B,0,1,0,0,B,1,1,2,2,3,2,0,5,7,1,1,1,acceptable,available,0,68.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,Yellow Chimes,Fashion Jewellery,Yellow Chimes Silver Oxidized 4 Pairs Combo German Silver Designer Toe Ring for Women and Girls (4 Pair Combo),B083Z63Z1Z,https://www.amazon.in/dp/B083Z63Z1Z,Medium,1,1,1,B,0,1,0,0,B,1,3,0,0,3,1,0,3,7,0,1,1,acceptable,available,0,58.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,Yellow Chimes,Fashion Jewellery,"Yellow Chimes 12 Pcs Glittering Butterfly Mini Hair Claw Clips Soft Metal with Box Package, Hair Acessories for Girls Women Kids (Pack of 12)",B09DGC4FHJ,https://www.amazon.in/dp/B09DGC4FHJ,Medium,1,1,1,B,0,1,0,0,B,1,2,0,0,2,0,0,2,5,0,1,0,acceptable,available,0,37.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,Yellow Chimes,Fashion Jewellery,"Yellow Chimes 2 Pcs Organza Fabric Big Bow Hair Bands Shiny Cloth Big Size Pony Holders Hair Ties Hair Accessories for Women (Pack of 2), Multi-Color, Meduim (YCHACL-WM014-MC)",B09DGBSKNM,https://www.amazon.in/dp/B09DGBSKNM,Medium,1,1,1,A,0,1,1,0,B,1,2,0,0,3,0,0,3,6,0,1,0,acceptable,available,0,43.33%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,Yellow Chimes,Fashion Jewellery,"Yellow Chimes 6 pcs Hair Clips Hair Band for Kids with Glittering Star Heart Charms Hair Accessories Pretty Snap Hairpins Hair Ties for Kids Girls (Pack of 6), Multi-Color, Medium (YCHACLRB-KD004-MC)",B09DG9PKP4,https://www.amazon.in/dp/B09DG9PKP4,Medium,1,1,1,B,0,1,0,0,B,1,2,0,0,2,0,0,2,5,0,1,0,acceptable,available,0,37.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,Yellow Chimes,Fashion Jewellery,"Yellow Chimes 4 pcs Hair Clutches Hair Claws Glittering Hair Accessories for Women (Pack of 4), Multi-Color, Medium",B09FF44LTJ,https://www.amazon.in/dp/B09FF44LTJ,Medium,1,1,1,B,1,1,0,0,C,1,3,0,0,2,0,0,2,6,0,1,0,acceptable,available,0,43.33%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,Yellow Chimes,Fashion Jewellery,"Yellow Chimes 3 pcs Hair Clutches Hair Claws Glittering Hair Accessories for Women (Pack of 3), Multi-Color, Medium",B09FF648MX,https://www.amazon.in/dp/B09FF648MX,Medium,1,1,1,B,1,1,0,0,C,1,3,0,0,2,0,0,2,6,0,1,0,acceptable,available,0,43.33%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,Yellow Chimes,Fashion Jewellery,"Yellow Chimes 6 pcs Hair Clutches Hair Claws Glittering Hair Accessories for Women (Pack of 6), Multi-Color, Medium",B09FF566M7,https://www.amazon.in/dp/B09FF566M7,Medium,1,1,1,B,1,1,0,0,C,1,3,0,0,2,1,0,2,6,0,1,1,acceptable,available,0,53.33%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,Yellow Chimes,Fashion Jewellery,"Yellow Chimes 3 Pcs Pearl Hair Bands Mix Design Hair Accessories for Girls Women Kids (Pack of 3), White, Meduim (YCHAHB-GL009-WH)",B09DGB1YXM,https://www.amazon.in/dp/B09DGB1YXM,Medium,1,1,1,A,1,1,1,0,C,1,2,0,0,1,1,0,1,4,0,1,1,acceptable,available,0,42.22%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Combo of 5 Hair Bands Hair Accessories for Girls Kids (Pack of 5), Multi-Color, Medium",B09GK52QKB,https://www.amazon.in/dp/B09GK52QKB,Medium,1,1,1,A,1,1,1,0,C,1,1,1,1,2,0,0,3,5,1,1,0,acceptable,available,0,47.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Set of 2 PCS Floral Stretcheable Hair Bands and Bow Hair Bands for Kids Baby Hair Accessories (Pack of 2), Multi-Color, Meduim (YCHAHB-KD001-MC)",B09DGD8FPL,https://www.amazon.in/dp/B09DGD8FPL,Medium,1,1,1,A,1,1,1,0,C,1,4,0,0,2,1,0,2,7,0,1,1,acceptable,available,0,58.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Set of 3 PCS Shimmering Bow Hair Bands for Girls Kids Hair Accessories (Pack of 3), Multi-Color, Medium (YCHAHB-KD002-MC)",B09DGCV5JX,https://www.amazon.in/dp/B09DGCV5JX,Medium,1,1,1,B,1,1,0,0,C,1,5,0,0,1,0,0,1,7,0,1,0,acceptable,available,0,48.89%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Set of 3 PCS Glitter Sequin Bow Hair Bands for Girls Kids Hair Accessories (Pack of 3), Multi-Color, Meduim (YCHAHB-KD003-MC)",B09DGCBVSD,https://www.amazon.in/dp/B09DGCBVSD,Medium,1,1,1,A,0,1,1,0,B,1,2,0,0,1,0,0,1,4,0,1,0,acceptable,available,0,32.22%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Sequin Headband Reversible Hairband FILP Glitter Headbands for Girls Elastic Sparkly Bling Head Band Non Slip Hair Bands for Women Girls (Pack of 3), Multi-Color, Medium (YCHAHB-KD004-MC)",B09DGDC2G2,https://www.amazon.in/dp/B09DGDC2G2,Medium,1,1,1,A,0,1,1,0,B,1,3,0,0,2,0,0,2,6,0,1,0,acceptable,available,0,43.33%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,Yellow Chimes,Fashion Jewellery,"Yellow Chimes 3 Pcs Mermaid Knotted Criss Cross Headbands Knot Headwraps Metallic Colors Hair Bands for Girls Kids (Pack of 3), Multi-Color, Meduim (YCHAHB-KD005-MC)",B09DGCTMXF,https://www.amazon.in/dp/B09DGCTMXF,Medium,1,1,1,A,1,1,1,0,C,1,4,0,0,2,0,0,2,7,0,1,0,acceptable,available,0,48.89%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,Yellow Chimes,Fashion Jewellery,Yellow Chimes Set of 2 PCS Floral Stretcheable Hair Bands and Bow Hair Bands for Kids Baby Hair Accessories (Pack of 2),B09DGD8GZS,https://www.amazon.in/dp/B09DGD8GZS,Medium,1,1,1,A,0,1,1,0,B,1,4,1,1,1,0,0,2,7,1,1,0,acceptable,available,0,58.89%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Combo Set of 4 Bow Hair Bands for Kids Girls Hair Accessories (Pack of 4), Multi-Color, Medium",B09GK665ML,https://www.amazon.in/dp/B09GK665ML,Medium,1,1,1,A,0,1,1,0,B,1,2,1,1,1,0,0,2,5,1,1,0,acceptable,available,0,47.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Combo Set of 4 Bow Hair Bands for Kids Girls Hair Accessories (Pack of 4), Multi-Color, Medium",B09GK6JFSJ,https://www.amazon.in/dp/B09GK6JFSJ,Medium,1,1,1,A,0,1,1,0,B,1,2,2,2,1,0,0,3,6,1,1,0,acceptable,available,0,53.33%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Combo of 14 Hair Bands Hair Accessories for Girls Kids (Pack of 14), Multi-Color, Medium",B09GK8B4L8,https://www.amazon.in/dp/B09GK8B4L8,Medium,1,1,1,A,0,1,1,0,B,1,3,0,0,1,0,0,1,5,0,1,0,acceptable,available,0,37.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Combo of 3 Stretcheable Hair Bands Hair Accessories for Baby Infant (Pack of 3), Multi-Color, Medium",B09GK53WNH,https://www.amazon.in/dp/B09GK53WNH,Medium,1,1,1,A,1,1,1,0,C,1,1,0,0,1,0,0,1,3,0,1,0,acceptable,available,0,26.67%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Combo of 3 Stretcheable Hair Bands Floral Hair Accessories for Baby Infant (Pack of 3), Multi-Color, Medium",B09GKBFHFY,https://www.amazon.in/dp/B09GKBFHFY,Medium,1,1,1,A,1,1,1,0,C,1,1,0,0,0,0,0,0,2,0,0,0,acceptable,available,0,11.11%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Exercise Bands Sweat Bands Elastic Head Bands for Women, Men and Girls, Yoga, Workout, Gym, Sports, Fitness, Non-Slip, Fashion Colors (Pack of 8), Multi-Color, Medium (YCHAHB-WM007-MC)",B09DGCKQKM,https://www.amazon.in/dp/B09DGCKQKM,Medium,1,1,1,A,1,1,1,0,C,1,2,1,1,4,1,0,5,8,1,1,1,acceptable,available,0,74.44%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,Yellow Chimes,Fashion Jewellery,Yellow Chimes Pearl Hair Accessories Set with Blue Hair Band and Ponytail Holder Rubber Band Hair Set for Women Girls (Pack of 2),B09DGCWWPH,https://www.amazon.in/dp/B09DGCWWPH,Medium,1,1,1,A,0,1,1,0,B,1,3,0,0,1,0,0,1,5,0,1,0,acceptable,available,0,37.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Combo Set of 14 Bow Hair Bands and Heart Charm Hair Ties Ponytail Holders with Nice Box for Kids Girls Hair Accessories (Pack of 14), Multi-Color, Medium",B09GK5M6FF,https://www.amazon.in/dp/B09GK5M6FF,Medium,1,1,1,A,1,1,1,0,C,1,3,1,1,2,0,0,3,7,1,1,0,acceptable,available,0,58.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Combo Set of Bow Hair Bands and Star Charm Hair Ties Ponytail Holders with Nice Box for Kids Girls Hair Accessories (Pack of 14), Multi-Color, Medium",B09GK6X3VS,https://www.amazon.in/dp/B09GK6X3VS,Medium,1,1,1,A,1,1,1,0,C,1,3,1,1,2,0,0,3,7,1,1,0,acceptable,available,0,58.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,Yellow Chimes,Fashion Jewellery,Yellow Chimes Combo of 14 Hair Bands and 7 Days 7 Colors Ponytail Holders Hair Accessories for Girls Kids (Pack of 21),B09GK2YPYS,https://www.amazon.in/dp/B09GK2YPYS,Medium,1,1,1,A,1,1,1,0,C,1,3,1,1,2,0,0,3,7,1,1,0,acceptable,available,0,58.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,Yellow Chimes,Fashion Jewellery,"Yellow Chimes 4 pcs Combo of Two Hair Accessories Sets Including CRIS Cross Elastic Leisure and Yoga Headbands with Matching Ponytail Holders Hair Accessories for Women Girls (Pack of 4), Multi-Color, Medium (YCHAHBRB-WM001-BLPK)",B09DGCHDQ9,https://www.amazon.in/dp/B09DGCHDQ9,Medium,1,1,1,A,1,1,1,0,C,1,4,0,0,1,0,0,1,6,0,1,0,acceptable,available,0,43.33%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,Yellow Chimes,Fashion Jewellery,"Yellow Chimes New 10 Hair Chalk Comb Temporary Hair Color Dye for Girls Kids, Washable Hair Chalk for Party Hair Accessory for Girls Women Kids (Pack of 10), Multi-Color, Meduim (YCHAHC-GL001-MC)",B09DG9VX43,https://www.amazon.in/dp/B09DG9VX43,High,1,1,1,A,1,1,1,0,C,1,3,2,2,1,1,0,3,7,1,1,1,acceptable,available,0,68.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Hair Ties for Hair Coloring Effects Artificial Colorful Hiar hangings for Hair Decoration Hair Accessories for Girls (Pack of 3), Multi-Color, Medium (YCHAHC-GL002-MC)",B09DGBX7YH,https://www.amazon.in/dp/B09DGBX7YH,Medium,1,1,1,B,1,1,0,0,C,1,2,0,0,1,0,0,1,4,0,1,0,acceptable,available,0,32.22%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Combo of 24 Different Pattern Charms Pony Holders Rubber Bands Stretch Hair Ties Hair Accessories (Pack of 24), Multi-Color, Medium (YCHARB-GL001-PCH)",B09DGC1B7G,https://www.amazon.in/dp/B09DGC1B7G,Medium,1,1,1,A,0,1,1,0,B,1,1,2,2,2,0,0,4,6,1,1,0,acceptable,available,0,53.33%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Pack of 200 Pcs Small Pony Holders Rubber Band with Kitty Tin Storage Box, Multi-Color, Medium (YCHARB-GL003-MC)",B09DGCHW4P,https://www.amazon.in/dp/B09DGCHW4P,Medium,1,1,1,A,0,1,1,0,B,1,4,0,0,1,0,0,1,6,0,1,0,acceptable,available,0,43.33%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Pack of 200 Pcs in Set of Soft Colors and Bright Colors Small Pony Holders Rubber Band with Kitty Tin Storage Box, Multi-Color, Medium (YCHARB-GL004-MC)",B09DGD5BHT,https://www.amazon.in/dp/B09DGD5BHT,Medium,1,1,1,A,0,1,1,0,B,1,2,0,0,0,1,0,0,3,0,0,1,acceptable,available,0,26.67%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,Yellow Chimes,Fashion Jewellery,"Yellow Chimes 100 pcs Rubber Bands Seamleass No Crease 4cm Elastic Hair Ties Hair Bands Ponytail Holders with Storage Box Hair Accessories for Women Girls Kids, Multi-Color, Meduim (YCHARB-GL005-BLPK)",B09DGBVG52,https://www.amazon.in/dp/B09DGBVG52,Medium,1,1,1,A,0,1,1,0,B,1,3,0,0,1,0,0,1,5,0,1,0,acceptable,available,0,37.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,Yellow Chimes,Fashion Jewellery,"Yellow Chimes 100 pcs Rubber Bands Seamleass No Crease 4cm Elastic Hair Ties Hair Bands Ponytail Holders with Storage Box Hair Accessories for Women Girls Kids, Multi-Color, Meduim (YCHARB-GL005-PRGR)",B09DGCN169,https://www.amazon.in/dp/B09DGCN169,Medium,1,1,1,A,0,1,1,0,B,1,3,0,0,1,0,0,1,5,0,1,0,acceptable,available,0,37.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,Yellow Chimes,Fashion Jewellery,Yellow Chimes Rubber Bands Seamleass No Crease 4cm Elastic Hair Ties Hair Bands Ponytail Holders with Storage Box Hair Accessories for Women Girls Kids (Design 6),B09DGDDLDY,https://www.amazon.in/dp/B09DGDDLDY,Medium,1,1,1,A,0,1,1,0,B,1,3,0,0,1,0,0,1,5,0,1,0,acceptable,available,0,37.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Pack of 100 Pcs Glittering Bright Colors Small Pony Holders Rubber Band with Kitty Tin Storage Box for Girls Kids, Multi-Color, Medium (YCHARB-GL007-MC)",B09DGB7648,https://www.amazon.in/dp/B09DGB7648,Medium,1,1,1,B,1,1,0,0,C,1,2,0,0,1,0,0,1,4,0,1,0,acceptable,available,0,32.22%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Pack of 100 Pcs Neon Colors Small Pony Holders Rubber Band with Kitty Tin Storage Box and an Organizer Pouch, Multi-Color, Meduim (YCHARB-GL008-MC)",B09DGC9YWD,https://www.amazon.in/dp/B09DGC9YWD,Medium,1,1,1,A,1,1,1,0,C,1,2,0,0,1,0,0,1,4,0,1,0,acceptable,available,0,32.22%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Pack of 100 Pcs Multi Colors Small Pony Holders Hair Styling Rubber Bands with Storage Box, Multi-Color, Medium",B09FF6M8SL,https://www.amazon.in/dp/B09FF6M8SL,Medium,1,1,1,A,1,1,1,0,C,1,3,0,0,2,0,0,2,6,0,1,0,acceptable,available,0,43.33%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,Yellow Chimes,Fashion Jewellery,Yellow Chimes Rubber Bands Seamleass No Crease 4cm Elastic Hair Ties Hair Bands Ponytail Holders with Storage Box Hair Accessories for Women Girls Kids (Design 4),B09GK4T9VF,https://www.amazon.in/dp/B09GK4T9VF,Medium,1,1,1,A,0,1,1,0,B,1,0,0,0,0,0,0,0,1,0,0,0,acceptable,available,0,5.56%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
